fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
45450,00;0.35;0.46;45487,00;0.047;33,00;151,00;0.99709;45354,00;0.53;45361,00;5,00
45541,00;0.3;0.36;45416,00;0.054;31,00;203,00;0.99513;45385,00;0.57;45392,00;4,00
45479,00;0.24;0.46;45324,00;0.033;19,00;111,00;0.99045;45294,00;0.62;45546,00;6,00
45418,00;0.23;0.39;45536,00;0.036;41,00;98,00;0.99;43525,00;0.43;45546,00;7,00
45450,00;0.23;0.34;45444,00;0.043;24,00;129,00;0.99305;45629,00;0.7;45392,00;5,00
45418,00;0.24;0.39;45368,00;0.052;22,00;126,00;0.99888;45599,00;0.47;45331,00;6,00
45357,00;0.17;0.32;45326,00;0.04;37,00;117,00;0.99182;45352,00;0.43;45362,00;6,00
45357,00;0.17;0.32;45326,00;0.04;37,00;117,00;0.99182;45352,00;0.43;45362,00;6,00
45479,00;0.21;0.37;45414,00;0.034;35,00;89,00;0.9913;45717,00;0.5;11,00;7,00
45418,00;0.23;0.39;45536,00;0.036;41,00;98,00;0.99;43525,00;0.43;45546,00;7,00
45540,00;0.28;0.39;45383,00;0.031;47,00;147,00;0.98836;45507,00;0.64;45547,00;7,00
45540,00;0.19;0.37;0.8;0.027;3,00;21,00;0.9897;45538,00;0.31;45514,00;5,00
45328,00;0.25;0.42;8,00;0.049;53,00;206,00;0.99586;42430,00;0.47;45300,00;6,00
45450,00;0.23;0.34;45444,00;0.043;24,00;129,00;0.99305;45629,00;0.7;45392,00;5,00
45448,00;0.18;0.27;45474,00;0.03;31,00;103,00;0.98892;12844,00;0.37;45547,00;6,00
45417,00;0.18;0.22;45417,00;0.037;10,00;86,00;0.99156;16862,00;0.44;45334,00;5,00
45418,00;0.24;0.39;45368,00;0.052;22,00;126,00;0.99888;45599,00;0.47;45331,00;6,00
45389,00;0.23;0.38;45451,00;0.052;41,00;150,00;0.99534;45446,00;0.46;45361,00;5,00
45329,00;0.17;0.37;45541,00;0.059;47,00;128,00;0.99322;45507,00;0.46;11,00;7,00
45450,00;0.3;0.38;45293,00;0.043;10,00;98,00;0.99296;42795,00;0.65;11,00;5,00
5,00;0.24;0.21;45324,00;0.039;31,00;100,00;0.99098;25263,00;0.62;45484,00;6,00
45297,00;0.21;0.38;45413,00;0.039;37,00;122,00;0.98972;45325,00;0.43;12,00;6,00
45418,00;0.33;0.38;45414,00;0.047;30,00;148,00;0.98964;42795,00;0.43;45485,00;6,00
45357,00;0.35;0.26;45460,00;0.061;59,00;198,00;0.99918;45599,00;0.49;45512,00;5,00
45357,00;0.17;0.32;45326,00;0.04;37,00;117,00;0.99182;45352,00;0.43;45362,00;6,00
45449,00;0.25;0.35;45537,00;0.034;38,00;121,00;0.99008;43525,00;0.4;45516,00;6,00
45418,00;0.16;0.33;45508,00;0.043;45,00;114,00;0.992;43160,00;0.44;45333,00;6,00
45449,00;0.39;0.39;45546,00;0.057;51,00;221,00;0.99851;46082,00;0.51;45543,00;6,00
45448,00;0.19;0.27;0.9;0.04;52,00;103,00;0.99026;45415,00;0.39;45333,00;5,00
45328,00;0.25;0.39;45352,00;0.051;42,00;135,00;0.9906;44986,00;0.4;45302,00;6,00
45541,00;0.22;0.43;45388,00;0.042;34,00;115,00;0.99293;45415,00;0.51;45514,00;6,00
45328,00;0.19;0.29;45355,00;0.045;33,00;126,00;0.99658;43160,00;0.42;45360,00;6,00
45449,00;0.39;0.39;45546,00;0.057;51,00;221,00;0.99851;46082,00;0.51;45543,00;6,00
45540,00;0.33;0.32;45299,00;0.038;9,00;34,00;0.9911;44621,00;0.36;45485,00;7,00
45511,00;0.17;0.5;45352,00;0.045;35,00;140,00;0.9904;42430,00;0.4;12,00;6,00
45417,00;0.19;0.27;0.9;0.04;52,00;103,00;0.99026;45415,00;0.39;45333,00;5,00
45328,00;0.23;0.36;45339,00;0.039;37,00;130,00;0.99946;44986,00;0.43;45512,00;6,00
45328,00;0.23;0.36;45339,00;0.039;37,00;130,00;0.99946;44986,00;0.43;45512,00;6,00
45328,00;0.23;0.36;45339,00;0.039;37,00;130,00;0.99946;44986,00;0.43;45512,00;6,00
45329,00;0.32;0.4;45481,00;0.038;45,00;154,00;0.99568;45325,00;0.47;45392,00;6,00
45328,00;0.23;0.36;45339,00;0.039;37,00;130,00;0.99946;44986,00;0.43;45512,00;6,00
45329,00;0.32;0.4;45481,00;0.038;45,00;154,00;0.99568;45325,00;0.47;45392,00;6,00
45509,00;0.39;0.47;45419,00;0.027;12,00;88,00;0.9907;13940,00;0.45;14,00;6,00
45328,00;0.23;0.36;45339,00;0.039;37,00;130,00;0.99946;44986,00;0.43;45512,00;6,00
45450,00;0.25;44927,00;45447,00;0.035;51,00;294,00;0.99018;45354,00;0.43;45304,00;6,00
45509,00;0.29;0.33;45476,00;0.029;30,00;88,00;0.98994;45717,00;0.42;45363,00;6,00
45329,00;0.4;0.38;45324,00;0.03;40,00;109,00;0.99075;46447,00;0.46;45455,00;6,00
45510,00;0.39;0.34;45389,00;0.02;38,00;133,00;0.99212;43160,00;0.44;12,00;7,00
45297,00;0.17;0.42;45306,00;0.033;28,00;124,00;0.99684;31809,00;0.47;45421,00;5,00
45510,00;0.39;0.34;45389,00;0.02;38,00;133,00;0.99212;43160,00;0.44;12,00;7,00
45298,00;0.36;0.37;45508,00;0.019;39,00;114,00;0.99036;45507,00;0.49;45485,00;7,00
45541,00;0.19;0.32;45542,00;0.042;30,00;130,00;0.99456;45385,00;0.39;45422,00;6,00
45418,00;0.34;0.46;1,00;0.023;6,00;80,00;0.98865;42064,00;0.54;45547,00;6,00
45297,00;0.17;0.42;45306,00;0.033;28,00;124,00;0.99684;31809,00;0.47;45421,00;5,00
45510,00;0.39;0.34;45389,00;0.02;38,00;133,00;0.99212;43160,00;0.44;12,00;7,00
45298,00;0.36;0.37;45508,00;0.019;39,00;114,00;0.99036;45507,00;0.49;45485,00;7,00
45511,00;0.3;0.36;45447,00;0.024;20,00;198,00;0.99222;45446,00;0.66;45546,00;6,00
45297,00;0.68;0.52;45383,00;0.037;32,00;123,00;0.99022;45352,00;0.45;12,00;6,00
45327,00;0.34;0.37;45328,00;0.031;42,00;133,00;0.99076;45717,00;0.41;45424,00;6,00
45448,00;0.28;0.4;45297,00;0.034;36,00;118,00;0.99144;44256,00;0.43;45303,00;7,00
45328,00;0.19;0.38;45296,00;0.019;22,00;82,00;0.98961;45415,00;0.36;45424,00;6,00
45478,00;0.16;0.26;45357,00;0.043;28,00;113,00;0.9936;45446,00;0.58;45544,00;6,00
45450,00;0.17;0.46;0.9;0.036;63,00;147,00;0.99126;45325,00;0.41;45483,00;6,00
45358,00;0.2;0.39;45353,00;0.048;24,00;87,00;0.99044;34366,00;0.35;12,00;6,00
45479,00;0.33;0.36;45449,00;0.042;34,00;116,00;0.99123;35462,00;0.31;45334,00;8,00
45479,00;0.33;0.34;45419,00;0.036;39,00;124,00;0.99123;36192,00;0.32;45394,00;8,00
45541,00;0.36;0.35;45451,00;0.038;37,00;125,00;0.9916;3,00;0.32;45394,00;8,00
45511,00;0.21;0.34;45546,00;0.039;55,00;140,00;0.9959;45325,00;0.31;45361,00;6,00
45358,00;0.2;0.39;45353,00;0.048;24,00;87,00;0.99044;34366,00;0.35;12,00;6,00
45448,00;0.41;0.22;45298,00;0.05;44,00;154,00;0.9931;45354,00;0.4;45422,00;5,00
45450,00;0.15;0.35;45355,00;0.051;23,00;98,00;0.99422;45294,00;0.44;45421,00;6,00
45420,00;0.2;0.4;45292,00;0.046;31,00;106,00;0.99194;3,00;0.35;45422,00;4,00
45418,00;0.24;0.38;1,00;0.027;31,00;90,00;0.98926;45352,00;0.36;45363,00;6,00
45359,00;0.16;0.37;45542,00;0.025;38,00;107,00;0.99306;34001,00;0.37;45546,00;6,00
45417,00;0.12;0.33;1,00;0.038;23,00;131,00;0.99164;45717,00;0.45;45513,00;5,00
45418,00;0.24;0.38;1,00;0.027;31,00;90,00;0.98926;45352,00;0.36;45363,00;6,00
45328,00;0.1;0.41;1,00;0.04;17,00;76,00;0.98988;41699,00;0.56;45393,00;7,00
45418,00;0.21;0.4;45358,00;0.041;49,00;115,00;0.99268;44256,00;0.43;11,00;6,00
45481,00;0.3;0.59;45474,00;0.046;10,00;70,00;0.99373;45446,00;0.56;45514,00;4,00
45479,00;0.18;0.37;45352,00;0.027;42,00;125,00;0.98939;45352,00;0.37;45516,00;7,00
7,00;0.17;0.36;45388,00;0.055;42,00;123,00;0.99318;45599,00;0.5;11,00;8,00
45449,00;0.19;0.33;45505,00;0.035;42,00;148,00;0.99196;42064,00;0.36;45332,00;5,00
45509,00;0.28;0.3;45413,00;0.026;31,00;114,00;0.98952;11749,00;0.6;45424,00;7,00
45450,00;0.24;0.44;45507,00;0.037;49,00;146,00;0.9911;45446,00;0.37;45454,00;6,00
45359,00;0.16;0.37;45542,00;0.025;38,00;107,00;0.99306;34001,00;0.37;45546,00;6,00
45417,00;0.12;0.33;1,00;0.038;23,00;131,00;0.99164;45717,00;0.45;45513,00;5,00
45478,00;0.16;0.32;45323,00;0.036;7,00;89,00;0.99111;46082,00;0.48;11,00;5,00
7,00;0.21;0.42;45356,00;0.037;36,00;123,00;0.99321;41699,00;0.52;45545,00;6,00
45388,00;0.22;0.38;45300,00;0.044;35,00;127,00;0.99326;35462,00;0.3;11,00;7,00
45542,00;0.34;0.44;45418,00;0.027;47,00;126,00;0.99124;35096,00;0.37;45424,00;6,00
45388,00;0.22;0.38;45300,00;0.044;35,00;127,00;0.99326;35462,00;0.3;11,00;7,00
45510,00;0.21;0.4;45357,00;0.032;40,00;121,00;0.99214;43160,00;0.53;12,00;7,00
45327,00;0.31;0.36;45296,00;0.031;46,00;145,00;0.9897;41699,00;0.31;45394,00;7,00
45542,00;0.34;0.44;45418,00;0.027;47,00;126,00;0.99124;35096,00;0.37;45424,00;6,00
45448,00;0.42;0.34;45384,00;0.022;34,00;97,00;0.98915;44621,00;0.38;45516,00;7,00
45388,00;0.22;0.38;45300,00;0.044;35,00;127,00;0.99326;35462,00;0.3;11,00;7,00
45510,00;0.28;0.34;45419,00;0.035;34,00;177,00;0.99692;12114,00;0.43;45300,00;5,00
45510,00;0.45;0.36;5,00;0.033;28,00;156,00;0.991;45599,00;0.4;45394,00;7,00
45449,00;0.29;0.39;27546,00;0.031;22,00;98,00;0.9913;42064,00;0.8;45547,00;7,00
45510,00;0.21;0.42;45323,00;0.045;24,00;126,00;0.99234;45538,00;0.87;45545,00;6,00
45510,00;0.25;0.24;45444,00;0.045;39,00;164,00;0.99402;19419,00;0.58;45514,00;5,00
45388,00;0.21;0.34;45428,00;0.04;56,00;142,00;0.99678;45599,00;0.38;45453,00;5,00
45509,00;0.33;0.23;5,00;0.053;29,00;106,00;0.99458;41334,00;0.52;9,00;5,00
45330,00;0.3;0.44;45394,00;0.043;52,00;154,00;0.99452;45385,00;0.33;12,00;6,00
45388,00;0.24;0.32;0.95;0.041;23,00;131,00;0.99033;45717,00;0.35;45515,00;5,00
45419,00;0.18;0.45;45447,00;0.041;67,00;158,00;0.9927;45294,00;0.38;45453,00;6,00
45327,00;0.335;0.2;45474,00;0.033;17,00;74,00;0.99002;12479,00;0.48;45363,00;6,00
45298,00;0.14;0.33;1,00;0.104;20,00;54,00;0.99057;43525,00;0.64;45423,00;6,00
45329,00;0.13;0.46;45352,00;0.044;48,00;111,00;0.99127;35462,00;0.45;45302,00;5,00
45509,00;0.33;0.23;5,00;0.053;29,00;106,00;0.99458;41334,00;0.52;9,00;5,00
45418,00;0.29;0.25;45414,00;0.142;8,00;111,00;0.9927;3,00;0.44;45544,00;4,00
45328,00;0.35;0.31;45445,00;0.036;37,00;92,00;0.98938;46447,00;0.53;45516,00;7,00
9,00;0.38;0.53;45293,00;0.102;19,00;76,00;0.99001;34001,00;0.57;45547,00;5,00
45449,00;0.24;0.38;27729,00;0.034;8,00;74,00;0.99386;45294,00;0.57;45547,00;6,00
45449,00;0.16;0.34;45292,00;0.037;41,00;115,00;0.9899;45294,00;0.68;12,00;6,00
45330,00;0.3;0.44;45394,00;0.043;52,00;154,00;0.99452;45385,00;0.33;12,00;6,00
45478,00;0.15;0.28;45476,00;0.045;57,00;151,00;0.9913;44621,00;0.27;45333,00;6,00
45449,00;0.33;0.4;23774,00;0.041;35,00;86,00;0.98916;45599,00;0.39;45364,00;7,00
45478,00;0.2;0.3;45414,00;0.046;38,00;125,00;0.99276;12479,00;0.5;45544,00;6,00
45510,00;0.27;0.37;45330,00;0.055;52,00;192,00;0.99586;45599,00;0.52;45421,00;6,00
45510,00;0.27;0.42;45358,00;0.054;58,00;200,00;0.99556;45629,00;0.49;45391,00;6,00
45328,00;0.2;0.26;45292,00;0.047;42,00;119,00;0.99158;17593,00;0.6;11,00;7,00
45479,00;0.13;0.57;45449,00;0.056;60,00;150,00;0.99548;35096,00;0.43;45391,00;6,00
45510,00;0.21;0.37;7,00;0.038;27,00;107,00;0.99206;35827,00;0.82;45423,00;6,00
45479,00;0.31;0.32;45426,00;0.038;6,00;79,00;0.99412;41699,00;0.34;45424,00;5,00
45328,00;0.2;0.29;45515,00;0.035;21,00;93,00;0.99364;43160,00;0.34;45546,00;6,00
45449,00;0.25;0.34;3,00;0.054;22,00;141,00;0.99338;46082,00;0.47;45392,00;6,00
45478,00;0.15;0.28;45476,00;0.045;57,00;151,00;0.9913;44621,00;0.27;45333,00;6,00
45541,00;0.22;0.39;6,00;0.035;44,00;141,00;0.99123;45599,00;0.33;45424,00;6,00
45388,00;0.23;0.35;45447,00;0.039;43,00;147,00;0.99216;43160,00;0.4;11,00;7,00
45450,00;0.27;0.29;45414,00;0.059;37,00;115,00;0.99328;45538,00;0.37;45513,00;5,00
45449,00;0.34;0.24;45354,00;0.034;29,00;99,00;0.99031;45294,00;0.4;45363,00;7,00
45388,00;0.16;0.42;1,00;0.036;29,00;113,00;0.9908;43160,00;0.52;11,00;6,00
45509,00;0.3;0.42;45292,00;0.036;19,00;113,00;0.98871;45294,00;0.46;45455,00;7,00
7,00;0.29;0.35;45383,00;0.036;42,00;109,00;0.99119;11383,00;0.62;45454,00;6,00
45449,00;0.34;0.24;45354,00;0.034;29,00;99,00;0.99031;45294,00;0.4;45363,00;7,00
45479,00;0.21;0.36;20302,00;0.02;20,00;86,00;0.99146;43525,00;0.22;45395,00;7,00
45450,00;0.27;0.29;45414,00;0.059;37,00;115,00;0.99328;45538,00;0.37;45513,00;5,00
45510,00;0.22;0.41;45479,00;0.034;39,00;116,00;0.99245;43160,00;0.46;45423,00;6,00
45480,00;0.27;0.49;45507,00;0.037;46,00;139,00;0.99116;45385,00;0.38;45454,00;6,00
45388,00;0.25;0.37;45416,00;0.039;41,00;147,00;0.9921;43160,00;0.4;45302,00;7,00
45388,00;0.23;0.35;45447,00;0.039;43,00;147,00;0.99216;43160,00;0.4;11,00;7,00
45479,00;0.13;0.45;45326,00;0.043;52,00;131,00;0.99162;45446,00;0.54;45362,00;6,00
45479,00;0.24;0.37;45362,00;0.043;64,00;173,00;0.99632;45507,00;0.53;45544,00;6,00
45298,00;0.26;0.37;45417,00;0.025;31,00;105,00;0.99082;45446,00;0.33;45455,00;8,00
45356,00;0.3;0.16;45326,00;0.029;37,00;100,00;0.9905;45354,00;0.36;45515,00;8,00
45298,00;0.38;0.4;45324,00;0.042;54,00;201,00;0.99177;45354,00;0.5;45393,00;5,00
45389,00;0.19;0.31;45426,00;0.045;39,00;193,00;0.9986;45294,00;0.5;45331,00;6,00
45389,00;0.19;0.31;45426,00;0.045;39,00;193,00;0.9986;45294,00;0.5;45331,00;6,00
45389,00;0.19;0.31;45426,00;0.045;39,00;193,00;0.9986;45294,00;0.5;45331,00;6,00
45389,00;0.19;0.31;45426,00;0.045;39,00;193,00;0.9986;45294,00;0.5;45331,00;6,00
45389,00;0.19;0.31;45426,00;0.045;39,00;193,00;0.9986;45294,00;0.5;45331,00;6,00
45389,00;0.19;0.31;45426,00;0.045;39,00;193,00;0.9986;45294,00;0.5;45331,00;6,00
45357,00;0.32;0.32;45413,00;0.03;24,00;101,00;0.98923;44256,00;0.42;13,00;5,00
45450,00;0.19;0.32;18.75;0.047;32,00;193,00;1.00014;45294,00;0.5;45360,00;7,00
45418,00;0.26;0.31;45446,00;0.03;36,00;92,00;0.99026;44621,00;0.62;45455,00;8,00
45540,00;0.24;0.12;45383,00;0.035;60,00;247,00;0.99358;12479,00;0.44;45452,00;6,00
45326,00;0.215;0.23;45296,00;0.041;64,00;157,00;0.99688;15401,00;0.44;8.0;3,00
45299,00;0.24;0.32;45422,00;0.03;34,00;105,00;0.99407;45599,00;0.42;45515,00;6,00
45509,00;0.23;0.2;2,00;0.043;39,00;154,00;0.99226;44256,00;0.39;45332,00;6,00
45419,00;0.33;0.36;45445,00;0.051;26,00;126,00;0.99097;11749,00;0.53;45485,00;6,00
45449,00;0.38;0.36;45331,00;0.061;42,00;214,00;0.9976;11383,00;0.56;45391,00;5,00
45388,00;0.15;0.29;45505,00;0.044;21,00;115,00;0.99166;45294,00;0.38;45332,00;5,00
45418,00;0.32;0.34;45478,00;0.044;27,00;91,00;0.99184;46813,00;0.6;12,00;7,00
45419,00;0.22;0.32;45384,00;0.045;29,00;100,00;0.99135;45507,00;0.6;45362,00;7,00
45388,00;0.23;0.32;45536,00;0.038;40,00;118,00;0.99074;11749,00;0.53;45515,00;7,00
45297,00;0.22;0.31;45383,00;0.039;40,00;129,00;0.99193;16497,00;0.59;45545,00;5,00
45418,00;0.48;0.02;0.9;0.043;32,00;99,00;0.99226;41699,00;0.47;45513,00;4,00
45449,00;0.23;0.3;45447,00;0.06;29,00;154,00;0.99142;44986,00;0.49;45334,00;8,00
45388,00;0.16;0.25;45383,00;0.057;21,00;125,00;0.99091;44986,00;0.44;45302,00;7,00
45449,00;0.38;0.36;45331,00;0.061;42,00;214,00;0.9976;11383,00;0.56;45391,00;5,00
45389,00;0.16;0.32;45383,00;0.065;23,00;140,00;0.99134;45446,00;0.47;45393,00;6,00
45388,00;0.15;0.29;45505,00;0.044;21,00;115,00;0.99166;45294,00;0.38;45332,00;5,00
45418,00;0.32;0.3;45353,00;0.051;20,00;127,00;0.98964;41334,00;0.52;45516,00;6,00
45479,00;0.12;0.36;45353,00;0.039;43,00;125,00;0.99229;45476,00;0.67;45301,00;7,00
45449,00;0.2;0.14;45386,00;0.184;35,00;168,00;0.99396;34001,00;0.45;45391,00;6,00
8,00;0.34;0.25;45388,00;0.035;38,00;103,00;0.99148;33270,00;0.23;45334,00;6,00
45510,00;0.21;0.31;45537,00;0.046;40,00;121,00;0.9913;45476,00;0.65;45545,00;7,00
45510,00;0.23;0.31;45506,00;0.047;40,00;122,00;0.99126;45446,00;0.64;45545,00;7,00
45510,00;0.21;0.31;45537,00;0.046;40,00;121,00;0.9913;45476,00;0.65;45545,00;7,00
45449,00;0.2;0.14;45386,00;0.184;35,00;168,00;0.99396;34001,00;0.45;45391,00;6,00
45449,00;0.28;0.42;45330,00;0.044;60,00;196,00;0.99562;41699,00;0.48;45391,00;5,00
45511,00;0.25;0.37;1,00;0.043;10,00;80,00;0.99128;45507,00;0.38;45393,00;5,00
45448,00;0.12;0.33;45537,00;0.044;21,00;73,00;0.98896;42795,00;0.32;45547,00;8,00
45449,00;0.28;0.41;7,00;0.046;59,00;194,00;0.99558;41699,00;0.48;45391,00;5,00
45510,00;0.17;0.35;45505,00;0.04;29,00;84,00;0.98961;33270,00;0.57;12,00;7,00
45358,00;0.25;0.28;45413,00;0.043;19,00;113,00;0.99338;13940,00;0.56;45301,00;6,00
45449,00;0.28;0.41;7,00;0.046;59,00;194,00;0.99558;41699,00;0.48;45391,00;5,00
45449,00;0.28;0.42;45330,00;0.044;60,00;196,00;0.99562;41699,00;0.48;45391,00;5,00
45418,00;0.25;0.5;45450,00;0.047;54,00;184,00;0.99572;42795,00;0.45;45331,00;5,00
45357,00;0.24;0.35;45353,00;0.039;43,00;109,00;0.99056;12479,00;0.44;45515,00;6,00
45510,00;0.32;0.32;45481,00;0.029;31,00;105,00;0.99146;3,00;0.34;45363,00;7,00
45511,00;0.25;0.37;1,00;0.043;10,00;80,00;0.99128;45507,00;0.38;45393,00;5,00
45448,00;0.12;0.33;45537,00;0.044;21,00;73,00;0.98896;42795,00;0.32;45547,00;8,00
45449,00;0.24;0.28;45479,00;0.032;26,00;91,00;0.99172;41334,00;0.32;45363,00;6,00
45357,00;0.22;0.34;5,00;0.032;36,00;93,00;0.99012;46447,00;0.36;45425,00;7,00
6,00;0.32;0.3;45536,00;0.033;41,00;142,00;0.98912;47178,00;0.42;45516,00;7,00
45357,00;0.19;0.29;2,00;0.022;33,00;96,00;0.98902;45385,00;0.54;45516,00;7,00
6,00;0.32;0.3;45536,00;0.033;41,00;142,00;0.98912;47178,00;0.42;45516,00;7,00
45391,00;0.24;0.29;45420,00;0.037;124,00;208,00;0.99395;45537,00;0.38;11,00;3,00
45388,00;0.35;0.28;45455,00;0.039;19,00;124,00;0.99539;45325,00;0.43;45453,00;6,00
45479,00;0.46;0.27;45327,00;0.039;35,00;96,00;0.99129;42430,00;0.44;45394,00;7,00
45357,00;0.3;0.29;45293,00;0.048;33,00;142,00;0.98956;44621,00;0.46;45547,00;7,00
6,00;0.19;0.29;45292,00;0.047;67,00;152,00;0.9916;19784,00;0.59;45302,00;7,00
45540,00;0.24;0.28;45352,00;0.032;36,00;95,00;0.98889;45507,00;0.64;45547,00;7,00
45358,00;0.145;0.33;45292,00;0.042;14,00;64,00;0.99012;45294,00;0.37;45515,00;7,00
45449,00;0.435;0.38;45331,00;0.058;66,00;243,00;0.99833;44986,00;0.54;45300,00;6,00
45509,00;0.18;0.37;45323,00;0.036;19,00;74,00;0.98853;45538,00;0.49;45485,00;7,00
45509,00;0.18;0.37;45292,00;0.036;31,00;96,00;0.98942;42430,00;0.48;12,00;6,00
45448,00;0.32;0.32;45359,00;0.043;32,00;105,00;0.99266;45352,00;0.47;45333,00;6,00
45449,00;0.16;0.35;45505,00;0.042;26,00;105,00;0.98962;43525,00;0.75;45394,00;7,00
45296,00;0.21;0.28;45383,00;0.047;48,00;148,00;0.99168;45415,00;0.49;45392,00;5,00
45419,00;0.29;0.36;45488,00;0.05;29,00;124,00;0.9968;45446,00;0.54;45392,00;5,00
6,00;0.26;0.33;12875,00;0.04;15,00;80,00;0.98934;47178,00;0.5;45485,00;6,00
45478,00;0.26;0.3;45505,00;0.039;30,00;105,00;0.98995;17593,00;0.52;45424,00;7,00
45298,00;0.17;0.31;45444,00;0.037;15,00;103,00;0.991;41699,00;0.5;12,00;6,00
45541,00;0.17;0.3;2,00;0.047;13,00;117,00;0.99152;42430,00;0.51;45454,00;6,00
45510,00;0.25;0.28;5,00;0.035;42,00;126,00;0.99048;45629,00;0.38;45455,00;7,00
45449,00;0.17;0.28;45505,00;0.042;62,00;178,00;0.99204;42064,00;0.42;45332,00;5,00
45509,00;0.17;0.36;45352,00;0.036;11,00;70,00;0.99202;15766,00;0.68;45392,00;7,00
45388,00;0.24;0.29;1,00;0.038;18,00;122,00;0.9906;45354,00;0.42;45423,00;5,00
45479,00;0.21;0.34;45383,00;0.049;36,00;112,00;0.99091;45325,00;0.5;11,00;6,00
45479,00;0.23;0.33;45299,00;0.048;45,00;176,00;0.99472;45599,00;0.52;45301,00;6,00
45510,00;0.23;0.32;45451,00;0.046;47,00;159,00;0.99452;45507,00;0.52;45422,00;6,00
45418,00;0.22;0.28;45476,00;0.059;29,00;151,00;0.99177;44986,00;0.41;45303,00;7,00
45296,00;0.165;0.22;45478,00;0.047;42,00;146,00;0.9934;43160,00;0.55;45544,00;6,00
45449,00;0.425;0.25;12816,00;0.034;23,00;87,00;0.99082;45415,00;0.41;45393,00;6,00
45541,00;0.38;0.29;13.65;0.048;52,00;189,00;0.99784;3,00;0.6;45421,00;6,00
45541,00;0.38;0.29;13.65;0.048;52,00;189,00;0.99784;3,00;0.6;45421,00;6,00
45541,00;0.38;0.29;13.65;0.048;52,00;189,00;0.99784;3,00;0.6;45421,00;6,00
45329,00;0.27;0.28;45337,00;0.046;6,00;41,00;0.99665;42795,00;0.39;45545,00;6,00
45450,00;0.17;0.27;45447,00;0.05;23,00;98,00;0.99422;45507,00;0.47;45421,00;6,00
45328,00;0.3;0.31;45323,00;0.048;19,00;125,00;0.98999;11749,00;0.54;45455,00;6,00
45450,00;0.17;0.27;45447,00;0.05;23,00;98,00;0.99422;45507,00;0.47;45421,00;6,00
45418,00;0.26;0.32;23894,00;0.059;34,00;104,00;0.99254;43160,00;0.42;45302,00;5,00
45541,00;0.36;0.28;13.55;0.048;51,00;189,00;0.99782;3,00;0.6;45421,00;7,00
45541,00;0.38;0.29;13.65;0.048;52,00;189,00;0.99784;3,00;0.6;45421,00;6,00
45510,00;0.18;0.24;45513,00;0.058;64,00;188,00;0.9952;41334,00;0.51;45453,00;6,00
45479,00;0.18;0.24;45361,00;0.057;64,00;185,00;0.99519;45629,00;0.5;45453,00;6,00
45449,00;0.16;0.21;45479,00;0.055;43,00;157,00;0.99384;42064,00;0.52;45514,00;6,00
45329,00;0.27;0.28;45337,00;0.046;6,00;41,00;0.99665;42795,00;0.39;45545,00;6,00
45388,00;0.17;0.27;45544,00;0.047;26,00;101,00;0.99596;12479,00;0.5;45544,00;6,00
45329,00;0.22;0.28;45329,00;0.06;41,00;132,00;0.9935;45507,00;0.59;45362,00;6,00
6,00;0.22;0.28;45292,00;0.034;47,00;90,00;0.98862;44621,00;0.38;45455,00;6,00
45479,00;0.36;0.28;45359,00;0.034;29,00;81,00;0.99151;35096,00;0.39;45424,00;6,00
45418,00;0.43;0.28;45962,00;0.032;31,00;87,00;0.9922;45325,00;0.38;45394,00;6,00
45540,00;0.2;0.28;45516,00;0.038;29,00;132,00;0.99426;11383,00;0.57;45515,00;7,00
45356,00;0.32;0.23;23986,00;0.026;26,00;119,00;0.99168;43160,00;0.53;45334,00;6,00
45510,00;0.2;0.28;45455,00;0.048;54,00;136,00;0.99556;43525,00;0.37;45483,00;6,00
6,00;0.22;0.33;45334,00;0.033;25,00;97,00;0.99356;42795,00;0.42;45362,00;7,00
45479,00;0.36;0.28;45359,00;0.034;29,00;81,00;0.99151;35096,00;0.39;45424,00;6,00
45418,00;0.43;0.28;45962,00;0.032;31,00;87,00;0.9922;45325,00;0.38;45394,00;6,00
45298,00;0.18;0.49;45352,00;0.033;12,00;72,00;0.99072;45415,00;0.53;45362,00;7,00
45388,00;0.17;0.27;45544,00;0.047;26,00;101,00;0.99596;12479,00;0.5;45544,00;6,00
45329,00;0.22;0.28;45329,00;0.06;41,00;132,00;0.9935;45507,00;0.59;45362,00;6,00
6,00;0.22;0.28;45292,00;0.034;47,00;90,00;0.98862;44621,00;0.38;45455,00;6,00
6,00;0.2;0.26;45292,00;0.033;38,00;67,00;0.98954;41699,00;0.38;45423,00;6,00
45450,00;0.2;0.26;45508,00;0.033;26,00;76,00;0.99076;35827,00;0.49;45363,00;7,00
45328,00;0.3;0.21;45292,00;0.032;31,00;111,00;0.9889;35462,00;0.42;45334,00;6,00
6,00;0.29;0.25;45383,00;0.033;30,00;114,00;0.98794;45507,00;0.43;45335,00;6,00
45449,00;0.18;0.28;45474,00;0.041;53,00;161,00;0.99207;41334,00;0.45;45332,00;6,00
7,00;0.22;0.28;45453,00;0.039;32,00;117,00;0.99355;45415,00;0.55;45423,00;7,00
6,00;0.29;0.25;45383,00;0.033;30,00;114,00;0.98794;45507,00;0.43;45335,00;6,00
45328,00;0.3;0.21;45292,00;0.032;31,00;111,00;0.9889;35462,00;0.42;45334,00;6,00
